Date,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLRE,XLU,XLV,XLY
2019-06-28,0.030106280243903712,0.003955846750229856,-0.19843884739965972,0.04198547491703233,0.010063520446288592,0.03900137376009536,0.02192918450114365,-0.02269964724991138,0.0026333605965030253,-0.016036307041277544,0.03315119918025808
2019-07-01,0.03017608904541509,0.004540747682195458,-0.2092418303728748,0.040771328084475214,-0.008766850320545716,0.049456168381804916,0.03770736238573178,-0.02336268071994302,0.004758339418311448,-0.007714513257327655,0.03966414402857809
2019-07-02,0.024566297082817528,0.017644320297262355,-0.23167053058530937,0.03643364807096422,-0.010952421027237983,0.04859428085526089,0.06406837740229945,0.004298064950843259,0.03054724807775128,0.005356906311871258,0.04215690263286741
2019-07-03,0.02142238036412595,0.02419383941088188,-0.21525581074262068,0.04929812380552874,0.0032151861558010284,0.04814619372349532,0.08252891610013932,0.03436572936949363,0.04636733802379579,0.023867810678257995,0.04388207402979586
2019-07-05,0.0018267509582386137,0.02112982372114963,-0.22063456657744182,0.04872391517517958,-0.011032714834079742,0.0487819112971968,0.06928233148559505,0.026194950188189972,0.04904841001696791,0.011966265197155962,0.03666558781342646
2019-07-08,-0.021154768979485705,-8.516811750220593e-05,-0.23445029414836757,0.036867356749687136,-0.03046031786975991,0.028026329945013154,0.068385950227952,0.025728270410871088,0.04227971259490042,-0.010142904251863245,0.031834487891565254
2019-07-09,-0.04104659039019246,0.014317904088921848,-0.237195165337159,0.03932294759111898,-0.030520615748189088,0.031219471718381336,0.05171136466332432,0.04168467454438991,0.052545198828613235,-0.007989321274387381,0.0292436011632529
2019-07-10,-0.03778400955131811,0.0343565968849262,-0.20273138442786492,0.040877087596800935,-0.021229430956070133,0.050510394154632474,0.06626223108552481,0.05456491305268511,0.05470689526972325,0.0015536512017113226,0.04251437032236847
2019-07-11,-0.028698978190865462,0.031013343291341394,-0.20263637445511287,0.04935401554658087,-0.007483678599783786,0.04710535459622138,0.06840297040434884,0.0196861560234804,0.05872015232137315,0.0016494673057214932,0.03965216961360588
2019-07-12,-0.00869173484333446,0.045180067586708825,-0.19575758994394354,0.05679951790343905,0.018536327985508205,0.056230315019775726,0.06934716702182923,0.013034596560743978,0.03982501496818972,-0.008077930795011299,0.050241158794192844
2019-07-15,-0.020585243830350833,0.0365700498224248,-0.2146902440745343,0.02619081079400403,-0.003057628217625683,0.052413167853970016,0.06841364878015369,0.010073644800399515,0.04302924824701617,0.00582080795345935,0.04712161844029989
2019-07-16,-0.01107094382465909,0.032624728109495786,-0.2282508220154744,0.027724060218143023,0.015505005968180448,0.03348534606525382,0.06251938258410289,0.01312145260603766,0.031369301842154085,-0.008313794534593421,0.04234199496180095
2019-07-17,-0.03339173375933759,0.0123094378235503,-0.2547180268515512,-0.004004616813174851,-0.03426278017396667,0.022851345828000275,0.05991070235054746,0.028381805202622977,0.052466716078196515,0.014061130387558886,0.0180731797299796
2019-07-18,-0.018567143925820533,-0.0060029202786378525,-0.2531944051469439,0.008436627046246132,-0.031959397665741386,0.03216965480052873,0.06288939881422509,0.0390712712656454,0.0704442722204087,0.05759478925788747,0.0134399932412949
2019-07-19,-0.015358185329520085,-0.03269002673732761,-0.240577021459767,0.0027964958257452772,-0.032509829051764076,0.020378620477222067,0.048853209866595845,-0.0028408697700146174,0.03944865185545304,0.034317524918126056,0.0004192632711654473
2019-07-22,-0.013565257678310783,-0.029630560650935424,-0.25166333900279086,0.010145793410904404,-0.02791523780484436,0.038706386021409425,0.03642503836481109,0.006679571595601987,0.03595848241015474,0.029456491833741223,0.005481745152148037
2019-07-23,0.02256667284144323,-0.03533324423066932,-0.24543644890267047,0.024532718627834058,-0.01164509328218389,0.03316990008545005,0.054518350736315696,0.014461231986173835,0.020078564026874267,0.025585863902102733,0.006970941478349464
2019-07-24,0.027740658461143406,-0.01331293501445205,-0.22103546897127907,0.03950036363326652,-0.0015651239464503693,0.041384329860234735,0.038476869967876484,0.0055131839861022255,0.015065807403368926,0.02790917740278216,0.016163681403386622
2019-07-25,0.026431507146740463,-0.02963237889445056,-0.23846504347448638,0.023217275959013833,0.015365313317619972,0.03319996273249468,0.04803125763623442,-0.002031966247768857,0.005687680152588987,0.007253665955545011,0.01025927373254224
2019-07-26,0.020248012339357357,0.010040186570163378,-0.23506438077642866,0.03205400416181222,0.0033609513779891435,0.04169363315464401,0.06057709634329337,-0.0024489024703381636,0.011479048407292924,0.004215959139692426,0.011336411748068868
2019-07-29,0.015367917598310604,-0.010385019173155494,-0.24132087345115205,0.0060871505140342765,-0.002580364889453737,0.0401807112808139,0.06120939539820436,0.016056801315811182,0.02809845134820464,0.014388607237141637,0.0050855409206040925
2019-07-30,0.019886849047070415,0.0036452688327104077,-0.22078623356730598,-0.0010391396428469871,0.00208200516210072,0.025240231321532705,0.05226092022603664,0.024132891755974478,-0.004152924727181765,0.0008534511568160444,-0.007024799062786058
2019-07-31,0.0076132047432188425,-0.007212991883303901,-0.20670175351128958,-0.0025121752977324083,-0.013889111827475131,-0.003098535277020885,0.02311883504072729,0.015994908049784592,-0.0028851604728598393,-0.01727163012090796,-0.017537424775748156
2019-08-01,0.001539722357729055,-0.012587399752376348,-0.23076862135244713,-0.049503705567965184,-0.05241448892549196,-0.007899838774963627,0.016293359874001507,0.018829518586155607,0.019908779468492798,-0.019003732813509894,-0.04552758438502587
2019-08-02,-0.0320663736006754,-0.04166008246680861,-0.26519197385842086,-0.05902355910463103,-0.07667621075850492,-0.050231980350033546,0.008841676738787038,0.027239851922769325,0.01385464601269798,-0.031234055953996056,-0.073256601654547
2019-08-05,-0.05497338019919808,-0.1045881795649973,-0.3186684676464401,-0.11838991998479478,-0.12162192175300426,-0.12569886690927082,-0.042730812708179446,-0.007631041576535148,-0.009579468946133214,-0.08327899904365865,-0.11993325167709154
2019-08-06,-0.03417705602311514,-0.060780353812614846,-0.3125833319749648,-0.07151013755942479,-0.07309066265652309,-0.0725153534094557,-0.014705815344930363,0.035582589604360185,0.01849127229333495,-0.038629872776192994,-0.07607816586675378
2019-08-07,-0.0059899356279412355,-0.056764533800520385,-0.32538141882857596,-0.09523667106961414,-0.07412638749521454,-0.059247247305705075,0.008639817503458457,0.0545820627909575,0.03830485109305881,-0.04014229699180249,-0.06864416607193315
2019-08-08,0.04051825890879572,-0.01454341493850598,-0.277513781768262,-0.05680299928853856,-0.040020097652546265,-0.004537930501265684,0.036773195069418424,0.07765401480535969,0.06063106590542183,-0.011908671830758048,-0.02732172107421752
2019-08-09,0.010037083682046699,-0.03981507543814981,-0.30109961074279945,-0.0697813441996531,-0.06056571319969189,-0.03066122632565159,0.012838387684681356,0.064874374637646,0.04433445702580622,-0.00985336054203366,-0.04746141188068389
2019-08-12,0.0026040984268820774,-0.028284802087045854,-0.30519175739447385,-0.07732339858812891,-0.058280235383792144,-0.015913856933912493,0.009112925164689291,0.0632545167770476,0.029199046437657833,-0.00944586996052784,-0.04482393689956191
2019-08-13,0.015108379160544923,-0.005236451882385036,-0.30078002696034517,-0.06139750359137052,-0.04544724085883752,0.016642427125918804,0.026946848593209633,0.060486915852725386,0.037608054719571606,0.011159858674723973,-0.023064732943434564
2019-08-14,-0.047196411954485096,-0.09907682252835195,-0.3733654876852722,-0.13102183087830646,-0.10750596681559033,-0.05743032512211673,-0.013478933580499092,0.02105790443518103,0.022505083558974796,-0.048817453163921595,-0.09280312299833521
2019-08-15,-0.060625569609002526,-0.10442747616084277,-0.3882965595454121,-0.13132970802522698,-0.1184285867829186,-0.0702398856561934,0.008197587353189515,0.04326963057234548,0.04159020366729625,-0.04991010645503671,-0.1050103399372522
2019-08-16,-0.02020054696711311,-0.07265506081520681,-0.35791985601776743,-0.091799152065897,-0.07095019445533705,-0.025114232048368802,0.034584547410253436,0.05444690809441825,0.04463601673945705,-0.02375560723647805,-0.07581195384443641
2019-08-19,0.010965316038649774,-0.025360714076512518,-0.32211695802491835,-0.07348327443531959,-0.05016945774620655,0.023902548857718357,0.05498330765988743,0.0818533508023674,0.04985371830218201,-0.004295115518933905,-0.04428411714277079
2019-08-20,-0.02871416101899,-0.049690602627913395,-0.3467508355364534,-0.10970935396684561,-0.07329102535935708,0.0007017549305198892,0.034661712953417016,0.0573521637350985,0.04454647227162731,-0.0309750099703784,-0.05081176336220513
2019-08-21,-0.011199975753230056,-0.04107122586898591,-0.32167547141981606,-0.0952625898887958,-0.05305446585551905,0.02994063824890221,0.035347479256676494,0.060875002062010346,0.045325270561112935,-0.022217625502259614,-0.0025244847711481597
2019-08-22,-0.008270985571540143,-0.03095603408234383,-0.29666190165095885,-0.06798775328682236,-0.034428642762870956,0.04449652437530201,0.04654289521211831,0.06416277759241049,0.03743154906262052,-0.028494860118640778,0.011241074965389425
2019-08-23,-0.06283597358958211,-0.08555626669488664,-0.3582362533924441,-0.12543529436970483,-0.08824165550232839,-0.0245620843134464,0.015844197354649852,0.03655666682982765,0.017139165918765027,-0.07620231226489323,-0.04441389333596987
2019-08-26,-0.04592113602309479,-0.061150899325807,-0.3414453031805749,-0.09582862087590986,-0.06468800433139194,0.006008089719164958,0.05869471425835898,0.06685882333313581,0.057352891211837204,-0.04127640439255009,-0.018099286153687104
2019-08-27,-0.04469108438427502,-0.0474949409929363,-0.34590592417863175,-0.10561472513116048,-0.07016798746315359,0.009283685444324716,0.0607467877843594,0.07262416001248072,0.07378603964035899,-0.04298784027004962,-0.018544060061962665
2019-08-28,-0.031171024665020017,-0.04501327530577442,-0.30993492347457713,-0.08477886308590052,-0.05034846954857034,0.004463330920266885,0.0759958458819291,0.07190554968446816,0.06977182956646766,-0.03430819530449963,-0.000689335918351075
2019-08-29,0.00619873381769679,0.001966754576707308,-0.26761414511967996,-0.039894637057593225,-0.0024278822979069623,0.058142091886447186,0.09287343214991323,0.07457415010304752,0.07491344478201752,-0.011886711814135024,0.04373768408976284
2019-08-30,-0.012504931779189828,0.03444490867768663,-0.27994711819936285,-0.040015789807322746,-0.0012893205256345394,0.07764874081256484,0.07654105808875168,0.07071182539042103,0.06466336281834725,-0.011958898553597934,0.0406158711401516
2019-09-03,-0.056259799803342295,-0.008267701679957024,-0.3046999259400788,-0.08710878082485196,-0.05246766943420621,0.016552781690410384,0.0745132399970979,0.0920363185926952,0.08247199567386379,-0.040294487540799444,0.004053715063214759
2019-09-04,-0.039815468409136454,0.029847597520971,-0.2700550929543203,-0.07468441700085451,-0.0374449305532905,0.03698710898110077,0.07194875164749205,0.07680786736838316,0.06106296752594082,-0.04654277140169272,0.01869468983807948
2019-09-05,-0.048553020540673154,0.059729482134431175,-0.2663083188770067,-0.039116629285291804,-0.003985376684640395,0.06693597739113503,0.04805705761515276,0.05649529253418199,0.03209160925727238,-0.032442006686508575,0.05175443519312428
2019-09-06,-0.04988563963170544,0.03803566317731408,-0.26155654724162786,-0.038335554121248575,-0.007956020799013325,0.04538296026166484,0.04465817394959522,0.05564966691586264,0.03189328680847903,-0.03743308890045859,0.041541893256883344
2019-09-09,-0.06190603714758762,0.045403270261370685,-0.22970326478742026,-0.016921028276244407,-0.003346199416498852,0.019186381234210147,0.03961205466043199,0.04374769589449923,0.029065696668086987,-0.0585989035355716,0.04045594992685274
2019-09-10,-0.042127914314209314,0.043736316370166665,-0.2107079409214696,-0.010142510881351,0.02402390966097298,0.00886416249436035,0.023495695652161683,0.011417333352264723,0.038146153543462125,-0.05135465535197636,0.02824248115742832
2019-09-11,-0.026702984650936276,0.05984958266331339,-0.1944816198730895,0.011665447312471999,0.04024110610567719,0.03589440878742685,0.029227201148554184,0.0028364567207320515,0.044707418530139736,-0.03684989386927662,0.03232929577509361
2019-09-12,-0.017306592126964136,0.054016162209857485,-0.2174045794561181,0.018975528707399297,0.035638793027821344,0.04376000394789378,0.03523935663514212,0.013330781411247723,0.047132710611681145,-0.0362864962674137,0.03275549311822373
2019-09-13,0.008844961255935573,0.04838993326669021,-0.1966117719703655,0.03242719965082506,0.04553290892812112,0.03802219709378361,0.023019720883495846,-0.015528227357037905,0.023282831672508303,-0.03504625073059499,0.026321889603689433
2019-09-16,-0.01507449316468291,0.0287889332007835,-0.144937276641289,0.035010524010559964,0.04738241044108521,0.032119213802554475,0.006269598717056884,-0.006058377775796812,0.027836711091582804,-0.04384187888004363,-0.0003259445508084144
2019-09-17,-0.006967591863934265,0.024988902211881124,-0.1849167932612336,0.023350435550227387,0.026411385816827056,0.021569532367480836,0.02295745799113025,0.02507149620447428,0.049937846475891653,-0.049218443991414444,0.00407822368458457
2019-09-18,-0.00022771298936453965,0.02131620977302881,-0.1926168838199686,0.03242992198541472,0.024136687813588666,0.01753840079234092,0.02204048251127174,0.012088643149502358,0.04972413919407795,-0.05819535466868016,0.0012005095563562898
2019-09-19,-0.009586947401566055,0.016749896189980133,-0.21871818185876593,0.018527480506383753,-0.002967006476453841,0.0069887525899655755,0.012638891339308659,0.012550482272887903,0.04794852974430867,-0.05335548851019718,-0.011250624802661187
2019-09-20,-0.011002065950491607,-0.0007835015281888735,-0.22424996351182142,0.008891263699077119,-0.01025991125030145,-0.011780488788196462,0.009576804550018055,0.01571442495964715,0.04804560770854781,-0.04719747962233169,-0.0295749184520753
2019-09-23,-0.019649626417054367,-0.010416191986881774,-0.2148132108342602,0.016717832233879397,-0.012141597929426476,-0.007522648107769193,0.01495533560522203,0.028274694275293378,0.04786421464707953,-0.05249290565971772,-0.01718758746480269
2019-09-24,-0.03732881588808769,-0.02138148472476111,-0.23564894865253577,0.0006277126362395948,-0.01578094585469266,-0.007730932797787242,0.02382701103449933,0.04031691369155668,0.06669476829473028,-0.06651362421071387,-0.028723354727602998
2019-09-25,-0.025348020732258305,0.005426514003312101,-0.24731818669825012,0.019143732776718145,-0.005427720258491666,0.004939701465037298,0.040448571686424795,0.05968697528568721,0.08990285877716603,-0.06336375028700006,-0.014007620064045732
2019-09-26,-0.033088376611453474,-0.02145575611392929,-0.26339149125723116,0.0005808237425879506,-0.003523803564838149,0.00452551690842146,0.04986674466760623,0.07076376001595884,0.09479540232667073,-0.08093043735533831,-0.02895613579233462
2019-09-27,-0.04687912893420111,-0.05352711953590116,-0.27454032162162995,-0.006029554882248583,-0.02209695059432816,-0.022438518867578472,0.04823927193648173,0.05351863313062056,0.08309401690868551,-0.09277647745518414,-0.038773639342138344
2019-09-30,-0.037852622361379804,-0.051693133361333306,-0.2879821824553649,-0.022989243467595597,-0.020186312037015975,-0.017562083959454966,0.049317993312851055,0.058206359264907005,0.08716306534097054,-0.08050297607339119,-0.030670443793004234
2019-10-01,-0.08371402924672386,-0.08058695555095174,-0.31319186647790737,-0.06271576956885623,-0.0670293574572644,-0.03886431435196178,0.03487880682187519,0.02108748380866073,0.06777465969979111,-0.10451769876913147,-0.04944347806458181
2019-10-02,-0.12332750181414115,-0.11485708960954613,-0.35884587675246776,-0.11035327802021777,-0.10927618093416833,-0.08368387203137083,-0.01895293743933547,-0.006126332747600327,0.03257741365015715,-0.14034201523199694,-0.0933021741236198
2019-10-03,-0.11220875158050204,-0.09780581521453445,-0.3423379042152078,-0.10531115062413049,-0.09289879356945577,-0.05825614558331224,-0.0005938513773391038,0.023345965719480985,0.037901754890325816,-0.1170724089537232,-0.08514338639098898
2019-10-04,-0.09075955924108492,-0.0631211547608334,-0.33312238470461036,-0.06527286340621899,-0.0647709838675285,-0.01829638168965409,0.029347723229805226,0.028773948749960167,0.0646026511107187,-0.08037690657510586,-0.06832407739973512
2019-10-07,-0.08794923946855657,-0.06920730673976855,-0.3488090762918044,-0.07695827062808583,-0.07238741651919749,-0.030289212846752202,0.01881489475295625,0.019670059521305277,0.05517194868894734,-0.08773879715512939,-0.07784986797210389
2019-10-08,-0.11974310293258061,-0.11160442264388307,-0.3885076511894703,-0.11202001791250601,-0.10016111910348907,-0.07458422658381371,-0.007106649107971697,0.004184815132905955,0.033446133334696204,-0.1278487599754665,-0.10174166641964444
2019-10-09,-0.10277051126405606,-0.10086222209919282,-0.37554162612656566,-0.0998403930391271,-0.09054561374303358,-0.049623075569699714,0.0055311607166925025,0.023928137161952405,0.04297801951304047,-0.11444440681457518,-0.08751864180308486
2019-10-10,-0.09485701501495189,-0.09690196877606473,-0.35878296599731674,-0.08661438611292885,-0.08983716832529881,-0.04338820351971509,0.006593711641970992,0.033307208563333426,0.047797817025759894,-0.09420179693991165,-0.08570479605782125
2019-10-11,-0.058690799874792615,-0.0746055613378507,-0.3283327419984724,-0.057146297070853266,-0.04984240859224562,-0.019660992927669818,0.002222123905203056,0.0251543193245485,0.03590345146869735,-0.08048321141722563,-0.06713264513813796
2019-10-14,-0.07502186027292886,-0.0766095024948504,-0.31931543647980964,-0.05185154196937196,-0.05992748668193887,-0.01136279674594972,-0.008058070772618041,0.029944749841654343,0.028873192627424105,-0.07646079332517786,-0.06684886210975156
2019-10-15,-0.052582906838561025,-0.03423224039883314,-0.3015414434515724,-0.014946789643841883,-0.022267058380816808,0.013355968047955115,-0.015486592499101145,0.03687992094885662,0.018460005131247233,-0.041708843952075365,-0.040262876109935536
2019-10-16,-0.052742075485854,-0.02249380981471925,-0.3256588147657612,-0.027464165413579718,-0.025129981152539293,-0.00822155446045692,-0.02018224902642984,0.03455848981364173,0.013899906038163636,-0.049845814045779514,-0.030875397069556908
2019-10-17,-0.049841854558147866,0.0027100289376613858,-0.3287418434905705,-0.021721020465635676,-0.02084525254667444,-0.007745548108598963,-0.004524057788102697,0.06599199541180588,0.034694171812052095,-0.024789411206398035,-0.01903581120332572
2019-10-18,-0.05069681081737209,-0.024617214417203416,-0.341768075556092,-0.018918496792581986,-0.03885649826389434,-0.038338231448682446,0.005463658269459971,0.08512665135804622,0.04373841661334194,-0.030040993517009958,-0.023518634621554575
2019-10-21,-0.0764814285762532,-0.016649460500955233,-0.31455694459342337,-0.0017958374730161046,-0.03950902892710305,-0.022661121300931664,0.00476101636347198,0.08189186802529944,0.05863138739425014,-0.038384587416895745,-0.023286138545741665
2019-10-22,-0.08394070142467061,-0.04476156059999281,-0.2966823666804233,-0.017627926625020662,-0.028308339126423596,-0.05760784801225398,0.012322479868157795,0.07651551858848789,0.06642120020372412,-0.034630754589163946,-0.04092223140785134
2019-10-23,-0.06470402315049183,-0.026887482881062547,-0.27154376019334664,-0.0021086359991766804,-0.026536731368578807,-0.0518645159612908,0.020206221780631844,0.08491010491978337,0.07753547868313093,-0.0174485217675866,-0.044452516738356554
2019-10-24,-0.059777284202079985,-0.07653914000911194,-0.2740251158286576,-0.015760191612465894,-0.0215736295751896,-0.025494523431619915,0.01528342112517086,0.07353373546343964,0.08062533376951449,-0.031198831555950657,-0.04989128404622342
2019-10-25,-0.035160975291436296,-0.05595055556774,-0.2560461668905564,-0.0015195758392253164,-0.007316468217711296,-0.006118609300098301,0.0015411025362302051,0.04380764366796733,0.05369234425821548,-0.033161390514333144,-0.047343340803481564
2019-10-28,-0.03559935050821904,-0.033087894569226305,-0.27671154194234554,0.006630944220082773,-0.006067975138494039,0.0131759410875573,-0.005413931210878886,0.011513862074470114,0.03339627112380346,-0.008448189840193965,-0.03441840033297603
2019-10-29,-0.007723658311914482,-0.0430647477675095,-0.26663296489012517,0.014188126296286319,0.010177736299054649,0.010544560295002767,0.015918118618775734,0.02091257720114351,0.04038545413466903,0.029702985271677054,-0.034070348630769104
2019-10-30,-0.00022668841725657224,-0.032847393291882354,-0.28045780682383603,0.03691986610747347,0.034360712263796916,0.02825940979138061,0.02889069630601266,0.033346035684549774,0.047549510668252484,0.03414792435349476,-0.007767959505020008
2019-10-31,-0.010808940107016185,-0.01707613539276311,-0.2738966855363747,0.02733066848220192,0.01907888460467127,0.04452039899359963,0.02571800756652455,0.018547337608278022,0.05896224163388575,0.03418691932014631,-0.01000290144433038
2019-11-01,0.03738583993466807,0.03079938607129931,-0.20362822872169806,0.08541818833467066,0.08305442208578254,0.1086711222185758,0.05384432563721622,0.034091470075260796,0.0696608500418502,0.062369202712482086,0.03230665117863982
2019-11-04,0.05054517170154142,0.027033103742524933,-0.1440032594901509,0.07740088719615336,0.07938251399896594,0.09619145068032366,0.024473560201182912,-0.0017317356489698413,0.02975763914190936,0.04250875999542323,0.017541832238417123
2019-11-05,0.03793529499312552,0.02655380760177046,-0.133513171165523,0.09634033944413353,0.08225302304709227,0.08686300816508409,0.019182353988295403,-0.046070942597520426,0.0060718345562743095,0.027571656015987905,0.016343560585532695
2019-11-06,0.017193903688544204,-0.0008610039171740181,-0.2008315461061907,0.0813585805500888,0.06484630715963405,0.05990061592407334,0.01439674969226921,-0.05447719288950897,0.0031493217662035486,0.02084203123639304,-0.0009879723279524258
2019-11-07,0.03304946814880737,0.023394821850212077,-0.1621977429642101,0.09310798396801445,0.077773658765203,0.08249818824306229,0.013164869602050702,-0.07527044285212386,-0.02544095234075746,0.02411356533068944,-0.00330994146051896
2019-11-08,0.05402411269656831,0.04027142411327381,-0.1572985691081769,0.1142602807901978,0.09465793191385571,0.10340476974571679,0.018887939510945407,-0.07807447510268206,-0.031748700025363646,0.04656474299720513,0.012896316368815823
2019-11-11,0.039725325636999965,0.01570956426221398,-0.1772373691193812,0.09490331683265346,0.08220970534500263,0.07703911319061882,0.004369669056945644,-0.07501892912008981,-0.04462208809499278,0.024728196376470446,-0.00794809164343777
2019-11-12,0.0821164894162566,0.05723387445730538,-0.1438209094576333,0.14167834237292642,0.11723126103109016,0.11609209159088359,0.02777089291775633,-0.07197731643919607,-0.031288304560054464,0.0657007516923262,0.02478542870703225
2019-11-13,0.06956203886277534,0.05464738170154342,-0.14527700165327945,0.1222032142952038,0.10959795555845632,0.1206371587692672,0.027787550389554064,-0.06625640232369802,-0.015446817814388138,0.06322043530749631,0.020139653706312096
2019-11-14,0.0633718573987051,0.050345631701385396,-0.16407025464840608,0.10695696224808214,0.0952423128173206,0.09731811129529329,0.015570408247671466,-0.053913802452967716,-0.01363664506830245,0.050447825943392324,0.017080410593209156
2019-11-15,0.05324784489177755,0.043682605659715504,-0.17254141249944965,0.10140139023574385,0.09409070949465184,0.09081229020565292,0.006237949830728009,-0.05318235812157465,-0.013756777694098138,0.062334803881824,0.00782371685907294
2019-11-18,0.06085784838614283,0.05446346958998072,-0.18624078248416165,0.12103971413921698,0.09267904064379058,0.0997146455416335,0.024806333122702223,-0.03501652909675974,-0.007965061027284042,0.06457745308939648,0.01452584620101189
2019-11-19,0.050918450394483145,0.050986152682504254,-0.21994501130234947,0.11954784615854097,0.08412519104229403,0.08902183725278157,0.01944072098574124,-0.03508760136485894,-0.019789453454635657,0.06733335483393209,-0.02695174588409239
2019-11-20,0.032192805080469816,0.040674679711486014,-0.19729141033979425,0.10200294942895011,0.06584581095961796,0.07889928182182684,0.017667958431672605,-0.038939843655708045,-0.008795035315967075,0.06992426747036476,-0.03181582965813852
2019-11-21,0.05551126554984073,0.07680013227031497,-0.13060248928356244,0.12959446492098897,0.09569257299717474,0.10658605239964117,0.025114000320828195,-0.05275717225447902,-0.004663068302842029,0.10024500428875399,-0.014914454890149309
2019-11-22,0.05545600859854696,0.0616610297638146,-0.14148827029046254,0.13285229270893276,0.09835662806426748,0.08862655473091126,0.00932194018752527,-0.07310678953841693,-0.01567231941548579,0.09275987388583345,-0.011318829077982148
2019-11-25,0.06820568859876887,0.06603348454170066,-0.13283641059415452,0.14716604998875174,0.11941753402751897,0.11869918426446313,0.01452493217092908,-0.06827094888304586,-0.02411883470476776,0.11220455295652638,0.011351309564681424
2019-11-26,0.07020814472448869,0.06688071572892637,-0.16519705839118254,0.1345720797657818,0.10968899917890025,0.11871560352348155,0.01855850518756394,-0.04437072362791409,-0.01469938147847104,0.10242829084701333,0.012368761436783421
2019-11-27,0.06490804748349226,0.0580584353112801,-0.17570827368013864,0.12317291944702607,0.08906099758044733,0.10580683019081735,0.020528896192496128,-0.045403044261599544,-0.01820697857761814,0.10057159532071329,0.014450886427988606
2019-11-29,0.050166011439712506,0.052279355830266695,-0.19430762074164284,0.11585643615547367,0.0748891192290364,0.09985136650369245,0.0212308068648772,-0.053257281720180225,-0.020424451346370068,0.09181305488440553,0.007471419309887121
2019-12-02,0.03798748294679449,0.04321553514157983,-0.18922735565235127,0.11431189332755118,0.055277378885742814,0.08318774851038076,0.018009056728540907,-0.10299062546185625,-0.05059301372666025,0.0890105284431677,-0.005014497765898424
2019-12-03,0.01219249905813042,0.019440674544659736,-0.23062286465509935,0.07360347339029413,0.0192844391512514,0.04632149644249663,0.005737977981840153,-0.09539323617347445,-0.04622862796771422,0.08360588523746765,-0.03507729024761751
2019-12-04,0.014988214766483432,0.012733401785179897,-0.21650604477653165,0.07130434088822074,0.00865420500476417,0.032790331067475254,0.020369665020209506,-0.0768590461242725,-0.02022538447165274,0.0922138689305653,-0.042611547528678566
2019-12-05,0.021203188035469958,0.023477319723959087,-0.23033487091946536,0.0814588462785392,0.0069912120842705525,0.04125779100314847,0.016394871610316483,-0.0750733083202279,-0.012720530215389974,0.08919853162313923,-0.046967473694731254
2019-12-06,0.04751966756625312,0.031799708083315156,-0.21625912544661205,0.08734374368706237,0.028119425211766406,0.07205836697607029,0.022980516626570555,-0.06711578646921626,-0.013644294260731046,0.10772520345341251,-0.0350789235020598
2019-12-09,0.03317632340066165,0.02262748432907585,-0.22992677215861065,0.0785948213742135,0.010854640860233838,0.0666643233747766,0.030288498740571067,-0.04972002351021558,-0.021894952432429393,0.08972500831895969,-0.02867882576071129
2019-12-10,0.01108676950951615,0.010254561063849983,-0.2273173268384751,0.0731042108507174,-0.0011796982633337678,0.057156526280829935,0.020076364790981106,-0.06117504056232842,-0.03203748695214886,0.08355682016858194,-0.033942253680801324
2019-12-11,0.018329532861915302,0.016481443160046964,-0.22408881478184703,0.06256802557111837,0.010813971156866404,0.06525615589981133,0.01881574220655224,-0.08173205770853198,-0.0289369201590993,0.08580253128008224,-0.03364003312822232
2019-12-12,0.026991887095312368,0.020597640552397746,-0.19925302958616584,0.07907484007229043,0.023011398515832192,0.0900452811252048,0.023132669886794275,-0.09325127534321448,-0.031005255589954588,0.1004297250073354,-0.01440268083579596
2019-12-13,0.02863899868248944,0.01980781486926042,-0.24461893558299863,0.0754412276877867,0.018463781584684823,0.10006160538500734,0.03955661402438588,-0.10114678268843579,-0.016492739225532193,0.10140321713186416,0.0005672186947756072
2019-12-16,0.029036316465392183,0.03268629219772425,-0.20707398129495086,0.08174765361206013,0.01799369199476617,0.10538924637584078,0.03754918391670754,-0.09988231860039376,-0.0006702217549229977,0.11227691328182196,0.003238274376897021
2019-12-17,0.03152269919150582,0.03198587740224338,-0.2010761601090352,0.0821534156359155,0.01758088043660521,0.10059695484336582,0.03259038389955106,-0.11773229038362117,0.0015834463992120962,0.11010774644225818,0.011105640851637844
2019-12-18,0.027066849007080507,0.0389266577742922,-0.19168183886215168,0.07834615184505765,0.014395261148602177,0.09790418155150676,0.029514923609590592,-0.09441939017488958,0.004924598824974793,0.10749034142650814,0.01484960860680307
2019-12-19,0.03637121133920518,0.055410507123021896,-0.19309195736277068,0.08416491964636258,0.026535200021045494,0.12166743741369444,0.04161722259746785,-0.07221645009887045,0.0015550391185923749,0.10566838674601428,0.030103300131039294
2019-12-20,0.043955940278272945,0.06253003911604585,-0.1760360664797647,0.08467152260381444,0.03792126289367502,0.12468805193149927,0.045287249901770334,-0.060850761299121266,0.012611024203476238,0.11957675803215191,0.028088046549241914
2019-12-23,0.05612250020503614,0.07373341574095302,-0.14065454639121125,0.09060446157434449,0.060578444473474546,0.13917729765182835,0.03219305093400113,-0.07134594909473817,-0.01780196289810568,0.13469250323405305,0.034644069251246856
2019-12-24,0.05185155307620806,0.06119044980480472,-0.14327628974780368,0.08638546435514967,0.04542215162803624,0.1261235729974335,0.03410066416260189,-0.06779868922520277,-0.01438871633839119,0.13759553523789925,0.02988692265430383
